@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[16] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[23] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[5] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[11] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[21] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[26] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[25] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[24] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[12] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[19] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[22] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[29] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX271 :"/home/anonymous/code/cva6/core/issue_read_operands.sv":562:6:562:7|Replicating instance issue_stage_i.i_issue_read_operands.rs1_forwarding_o_iv[28] (in view: work.cva6(verilog)) with 2 loads 1 time(s) to improve timing.
@N: FX164 |The option to pack registers in the IOB has not been specified. Please set syn_useioff attribute.  
@N: MT320 |This timing report is an estimate of place and route data. For final timing results, use the FPGA vendor place and route report.
@N: MT322 |Clock constraints include only register-to-register paths associated with each individual clock.
